County,County Name,AEA,District #,District Name,Grade8.Not Proficient,Grade8.Proficient,Grade8.Total Tested,Grade8.% Proficient
83,Shelby,13,2826,Harlan Comm School District,16,100,116,86.2
89,Van Buren,15,2834,Harmony Comm School District,0,0,0,
30,Dickinson,5,2846,Harris-Lake Park Comm School District,5,14,19,73.7
71,O'Brien,12,2862,Hartley-Melvin-Sanborn Comm School District,12,38,50,76
92,Washington,10,2977,Highland Comm School District,10,33,43,76.7
75,Plymouth,12,2988,Hinton Comm School District,10,51,61,83.6
45,Howard,1,3029,Howard-Winneshiek Comm School District,27,89,116,76.7
42,Hardin,7,3033,Hubbard-Radcliffe Comm School District,24,46,70,65.7
7,Black Hawk,7,3042,Hudson Comm School District,6,42,48,87.5
46,Humboldt,5,3060,Humboldt Comm School District,35,95,130,73.1
10,Buchanan,7,3105,Independence Comm School District,25,81,106,76.4
91,Warren,11,3114,Indianola Comm School District,49,212,261,81.2
61,Madison,11,3119,Interstate 35 Comm School District,16,44,60,73.3
52,Johnson,10,3141,Iowa City Comm School District,279,678,957,70.8
42,Hardin,7,3150,Iowa Falls Comm School District,26,73,99,73.7
48,Iowa,10,3154,Iowa Valley Comm School District,4,41,45,91.1
14,Carroll,13,3168,IKM-Manning Comm School District,12,36,48,75
9,Bremer,7,3186,Janesville Consolidated School District,4,23,27,85.2
37,Greene,5,3195,Greene County Comm School District,20,55,75,73.3
10,Buchanan,7,3204,Jesup Comm School District,23,49,72,68.1
77,Polk,11,3231,Johnston Comm School District,81,483,564,85.6
56,Lee,15,3312,Keokuk Comm School District,50,76,126,60.3
54,Keokuk,15,3330,Keota Comm School District,4,17,21,81
75,Plymouth,12,3348,Kingsley-Pierson Comm School District,4,43,47,91.5
63,Marion,11,3375,Knoxville Comm School District,36,81,117,69.2
95,Winnebago,7,3420,Lake Mills Comm School District,11,38,49,77.6
27,Decatur,13,3465,Lamoni Comm School District,10,13,23,56.5
76,Pocahontas,5,3537,Laurens-Marathon Comm School District,4,9,13,69.2
97,Woodbury,12,3555,Lawton-Bronson Comm School District,3,38,41,92.7
75,Plymouth,12,3600,Le Mars Comm School District,19,139,158,88
87,Taylor,13,3609,Lenox Comm School District,5,34,39,87.2
78,Pottawattamie,13,3645,Lewis Central Comm School District,60,150,210,71.4
16,Cedar,10,3691,North Cedar Comm School District,15,34,49,69.4
57,Linn,10,3715,Linn-Mar Comm School District,59,506,565,89.6
57,Linn,10,3744,Lisbon Comm School District,7,42,49,85.7
43,Harrison,13,3798,Logan-Magnolia Comm School District,6,40,46,87
52,Johnson,10,3816,Lone Tree Comm School District,15,19,34,55.9
58,Louisa,9,3841,Louisa-Muscatine Comm School District,20,44,64,68.8
55,Kossuth,5,3897,LuVerne Comm School District,0,0,0,
50,Jasper,11,3906,Lynnville-Sully Comm School District,7,42,49,85.7
8,Boone,11,3942,Madrid Comm School District,17,25,42,59.5
65,Mills,13,3978,East Mills Comm School District,6,35,41,85.4
13,Calhoun,5,4023,Manson Northwest Webster Comm School District,12,44,56,78.6
67,Monona,12,4033,Maple Valley-Anthon Oto Comm School District,26,27,53,50.9
49,Jackson,9,4041,Maquoketa Comm School District,35,76,111,68.5
28,Delaware,1,4043,Maquoketa Valley Comm School District,4,39,43,90.7
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn Comm School District,0,0,0,
57,Linn,10,4086,Marion Independent School District,30,150,180,83.3
64,Marshall,7,4104,Marshalltown Comm School District,197,177,374,47.3
91,Warren,11,4122,Martensdale-St Marys Comm School District,7,24,31,77.4
17,Cerro Gordo,7,4131,Mason City Comm School District,97,153,250,61.2
84,Sioux,12,4149,MOC-Floyd Valley Comm School District,25,99,124,79.8
29,Des Moines,15,4203,Mediapolis Comm School District,9,51,60,85
63,Marion,11,4212,Melcher-Dallas Comm School District,9,15,24,62.5
53,Jones,10,4269,Midland Comm School District,15,21,36,58.3
92,Washington,10,4271,Mid-Prairie Comm School District,32,68,100,68
43,Harrison,13,4356,Missouri Valley Comm School District,17,39,56,69.6
22,Clayton,1,4419,MFL MarMac Comm School District,18,37,55,67.3
79,Poweshiek,7,4437,Montezuma Comm School District,7,25,32,78.1
53,Jones,10,4446,Monticello Comm School District,29,74,103,71.8
4,Appanoose,15,4491,Moravia Comm School District,11,21,32,65.6
93,Wayne,13,4505,Mormon Trail Comm School District,5,9,14,64.3
58,Louisa,15,4509,Morning Sun Comm School District,0,0,0,
4,Appanoose,15,4518,Moulton-Udell Comm School District,6,4,10,40
80,Ringgold,13,4527,Mount Ayr Comm School District,13,42,55,76.4
44,Henry,15,4536,Mount Pleasant Comm School District,50,104,154,67.5
57,Linn,10,4554,Mount Vernon Comm School District,18,94,112,83.9
20,Clarke,13,4572,Murray Comm School District,10,15,25,60
70,Muscatine,9,4581,Muscatine Comm School District,139,208,347,59.9
19,Chickasaw,7,4599,Nashua-Plainfield Comm School District,5,35,40,87.5
85,Story,11,4617,Nevada Comm School District,40,73,113,64.6
11,Buena Vista,5,4644,Newell-Fonda Comm School District,15,34,49,69.4
19,Chickasaw,1,4662,New Hampton Comm School District,16,61,77,79.2
44,Henry,15,4689,New London Comm School District,19,29,48,60.4
50,Jasper,11,4725,Newton Comm School District,61,164,225,72.9
98,Worth,7,4772,Central Springs Comm School District,12,38,50,76
23,Clinton,9,4773,Northeast Comm School District,15,46,61,75.4
33,Fayette,1,4774,North Fayette Valley Comm School District,17,77,94,81.9
40,Hamilton,5,4775,Northeast Hamilton Comm School District,0,0,0,
62,Mahaska,15,4776,North Mahaska Comm School District,15,24,39,61.5
57,Linn,10,4777,North Linn Comm School District,10,31,41,75.6
55,Kossuth,5,4778,North Kossuth Comm School District,16,27,43,62.8
77,Polk,11,4779,North Polk Comm School District,6,127,133,95.5
82,Scott,9,4784,North Scott Comm School District,53,207,260,79.6
86,Tama,7,4785,North Tama County Comm School District,16,18,34,52.9
96,Winneshiek,1,4787,North Winneshiek Comm School District,0,0,0,
98,Worth,7,4788,Northwood-Kensett Comm School District,13,20,33,60.6
91,Warren,11,4797,Norwalk Comm School District,50,214,264,81.1
47,Ida,12,4860,Odebolt Arthur Battle Creek Ida Grove Comm School District,13,64,77,83.1
33,Fayette,1,4869,Oelwein Comm School District,46,38,84,45.2
8,Boone,11,4878,Ogden Comm School District,6,40,46,87
30,Dickinson,5,4890,Okoboji Comm School District,22,54,76,71.1
53,Jones,10,4905,Olin Consolidated School District,0,0,0,
1,Adair,13,4978,Orient-Macksburg Comm School District,10,3,13,23.1
66,Mitchell,7,4995,Osage Comm School District,27,53,80,66.3
62,Mahaska,15,5013,Oskaloosa Comm School District,50,107,157,68.2
90,Wapello,15,5049,Ottumwa Comm School District,99,213,312,68.3
39,Guthrie,11,5121,Panorama Comm School District,9,41,50,82
37,Greene,5,5139,Paton-Churdan Comm School District,1,13,14,92.9
50,Jasper,11,5160,PCM Comm School District,23,51,74,68.9
54,Keokuk,15,5163,Pekin Comm School District,7,48,55,87.3
63,Marion,11,5166,Pella Comm School District,15,168,183,91.8
25,Dallas,11,5184,Perry Comm School District,51,56,107,52.3
82,Scott,9,5250,Pleasant Valley Comm School District,58,312,370,84.3
63,Marion,11,5256,Pleasantville Comm School District,21,29,50,58
76,Pocahontas,5,5283,Pocahontas Area Comm School District,15,41,56,73.2
3,Allamakee,1,5310,Postville Comm School District,26,15,41,36.6
94,Webster,5,5325,Prairie Valley Comm School District,0,0,0,
69,Montgomery,13,5463,Red Oak Comm School District,24,49,73,67.1
75,Plymouth,12,5486,Remsen-Union Comm School District,14,30,44,68.2
45,Howard,1,5508,Riceville Comm School District,6,11,17,64.7
78,Pottawattamie,13,5510,Riverside Comm School District,10,41,51,80.4
84,Sioux,12,5607,Rock Valley Comm School District,8,59,67,88.1
85,Story,11,5643,Roland-Story Comm School District,22,59,81,72.8
34,Floyd,7,5697,Rudd-Rockford-Marble Rk Comm School District,7,21,28,75
74,Palo Alto,5,5724,Ruthven-Ayrshire Comm School District,7,8,15,53.3
66,Mitchell,7,5751,St Ansgar Comm School District,6,36,42,85.7
77,Polk,11,5805,Saydel Comm School District,53,54,107,50.5
81,Sac,5,5823,Schaller-Crestland Comm School District,14,45,59,76.3
24,Crawford,12,5832,Schleswig Comm School District,4,17,21,81
97,Woodbury,12,5877,Sergeant Bluff-Luton Comm School District,27,104,131,79.4
93,Wayne,15,5895,Seymour Comm School District,9,16,25,64
17,Cerro Gordo,7,5922,West Fork Comm School District,17,25,42,59.5
71,O'Brien,12,5949,Sheldon Comm School District,22,60,82,73.2
73,Page,13,5976,Shenandoah Comm School District,15,47,62,75.8
72,Osceola,12,5994,Sibley-Ocheyedan Comm School District,12,50,62,80.6
36,Fremont,13,6003,Sidney Comm School District,6,33,39,84.6
54,Keokuk,15,6012,Sigourney Comm School District,4,41,45,91.1
84,Sioux,12,6030,Sioux Center Comm School District,27,75,102,73.5
11,Buena Vista,5,6035,Sioux Central Comm School District,20,51,71,71.8
97,Woodbury,12,6039,Sioux City Comm School District,353,645,998,64.6
13,Calhoun,5,6091,South Central Calhoun Comm School District,24,40,64,62.5
52,Johnson,10,6093,Solon Comm School District,11,94,105,89.5
91,Warren,11,6094,Southeast Warren Comm School District,7,33,40,82.5
40,Hamilton,5,6095,South Hamilton Comm School District,13,37,50,74
94,Webster,5,6096,Southeast Webster Grand Comm School District,24,45,69,65.2
73,Page,13,6097,South Page Comm School District,small N,small N,small N,small N
86,Tama,7,6098,South Tama County,31,69,100,69
71,O'Brien,12,6099,South O'Brien Comm School District,21,32,53,60.4
96,Winneshiek,1,6100,South Winneshiek Comm School District,9,26,35,74.3
77,Polk,11,6101,Southeast Polk Comm School District,96,468,564,83
21,Clay,5,6102,Spencer Comm School District,25,156,181,86.2
30,Dickinson,5,6120,Spirit Lake Comm School District,15,99,114,86.8
57,Linn,10,6138,Springville Comm School District,13,16,29,55.2
69,Montgomery,13,6165,Stanton Comm School District,2,15,17,88.2
33,Fayette,1,6175,Starmont Comm School District,17,26,43,60.5
11,Buena Vista,5,6219,Storm Lake Comm School District,80,109,189,57.7
40,Hamilton,5,6246,Stratford Comm School District,0,0,0,
39,Guthrie,11,6264,West Central Valley Comm School District,16,48,64,75
9,Bremer,7,6273,Sumner-Fredericksburg Comm School District,14,45,59,76.3
16,Cedar,10,6408,Tipton Comm School District,18,56,74,75.7
78,Pottawattamie,13,6453,Treynor Comm School District,7,63,70,90
78,Pottawattamie,13,6460,Tri-Center Comm School District,18,30,48,62.5
54,Keokuk,15,6462,Tri-County Comm School District,13,16,29,55.2
9,Bremer,7,6471,Tripoli Comm School District,15,22,37,59.5
96,Winneshiek,1,6509,Turkey Valley Comm School District,8,23,31,74.2
63,Marion,11,6512,Twin Cedars Comm School District,17,7,24,29.2
46,Humboldt,5,6516,Twin Rivers Comm School District,0,0,0,
78,Pottawattamie,13,6534,Underwood Comm School District,14,42,56,75
7,Black Hawk,7,6536,Union Comm School District,18,45,63,71.4
8,Boone,11,6561,United Comm School District,0,0,0,
77,Polk,11,6579,Urbandale Comm School District,55,260,315,82.5
89,Van Buren,15,6592,Van Buren Comm School District,16,45,61,73.8
25,Dallas,11,6615,Van Meter Comm School District,4,59,63,93.7
69,Montgomery,13,6651,Villisca Comm School District,24,31,55,56.4
6,Benton,10,6660,Vinton-Shellsburg Comm School District,13,105,118,89
44,Henry,15,6700,Waco Comm School District,11,27,38,71.1
81,Sac,5,6741,East Sac County Comm School District,4,53,57,93
58,Louisa,15,6759,Wapello Comm School District,14,29,43,67.4
9,Bremer,7,6762,Wapsie Valley Comm School District,15,46,61,75.4
92,Washington,10,6768,Washington Comm School District,44,76,120,63.3
7,Black Hawk,7,6795,Waterloo Comm School District,241,454,695,65.3
25,Dallas,11,6822,Waukee Comm School District,123,642,765,83.9
9,Bremer,7,6840,Waverly-Shell Rock Comm School District,26,171,197,86.8
93,Wayne,15,6854,Wayne Comm School District,15,22,37,59.5
40,Hamilton,5,6867,Webster City Comm School District,51,79,130,60.8
74,Palo Alto,5,6921,West Bend-Mallard Comm School District,11,12,23,52.2
16,Cedar,10,6930,West Branch Comm School District,11,41,52,78.8
29,Des Moines,15,6937,West Burlington Ind School District,33,54,87,62.1
33,Fayette,1,6943,West Central Comm School District,3,18,21,85.7
28,Delaware,1,6950,West Delaware County Comm School District,25,92,117,78.6
77,Polk,11,6957,West Des Moines Comm School District,157,518,675,76.7
31,Dubuque,1,6961,Western Dubuque Comm School District,27,219,246,89
43,Harrison,13,6969,West Harrison Comm School District,7,13,20,65
70,Muscatine,9,6975,West Liberty Comm School District,36,49,85,57.6
60,Lyon,12,6983,West Lyon Comm School District,5,75,80,93.8
64,Marshall,7,6985,West Marshall Comm School District,23,59,82,72
67,Monona,12,6987,West Monona Comm School District,15,33,48,68.8
84,Sioux,12,6990,West Sioux Comm School District,26,32,58,55.2
97,Woodbury,12,6992,Westwood Comm School District,8,35,43,81.4
67,Monona,12,7002,Whiting Comm School District,5,14,19,73.7
48,Iowa,10,7029,Williamsburg Comm School District,8,83,91,91.2
70,Muscatine,9,7038,Wilton Comm School District,22,44,66,66.7
44,Henry,15,7047,Winfield-Mt Union Comm School District,15,22,37,59.5
61,Madison,11,7056,Winterset Comm School District,22,118,140,84.3
43,Harrison,13,7092,Woodbine Comm School District,4,25,29,86.2
97,Woodbury,12,7098,Woodbury Central Comm School District,8,31,39,79.5
25,Dallas,11,7110,Woodward-Granger Comm School District,9,53,62,85.5
,,,,,,,,
,,,,State,"10,147","25,814","35,961",71.8
